GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US36047032800,36047032800,"Census Tract 328, Kings County, New York",36972,9747
1400000US36047032900,36047032900,"Census Tract 329, Kings County, New York",34096,7376
1400000US36047033000,36047033000,"Census Tract 330, Kings County, New York",24651,2875
1400000US36047033100,36047033100,"Census Tract 331, Kings County, New York",32970,7045
1400000US36047033300,36047033300,"Census Tract 333, Kings County, New York",46573,12031
1400000US36047033500,36047033500,"Census Tract 335, Kings County, New York",55000,10131
1400000US36047033600,36047033600,"Census Tract 336, Kings County, New York",60255,8619
1400000US36047033700,36047033700,"Census Tract 337, Kings County, New York",50077,14785
1400000US36047033900,36047033900,"Census Tract 339, Kings County, New York",37206,7807
1400000US36047034000,36047034000,"Census Tract 340, Kings County, New York",21944,5079
1400000US36047034100,36047034100,"Census Tract 341, Kings County, New York",41984,6876
1400000US36047034200,36047034200,"Census Tract 342, Kings County, New York",18428,5020
1400000US36047034300,36047034300,"Census Tract 343, Kings County, New York",22413,6166
1400000US36047034500,36047034500,"Census Tract 345, Kings County, New York",40587,6476
1400000US36047034700,36047034700,"Census Tract 347, Kings County, New York",28555,6656
1400000US36047034800,36047034800,"Census Tract 348, Kings County, New York",42216,15613
1400000US36047034900,36047034900,"Census Tract 349, Kings County, New York",34661,5264
1400000US36047035000,36047035000,"Census Tract 350, Kings County, New York",33112,5180
1400000US36047035100,36047035100,"Census Tract 351, Kings County, New York",26918,15263
1400000US36047035200,36047035200,"Census Tract 352, Kings County, New York",9675,1580
1400000US36047035300,36047035300,"Census Tract 353, Kings County, New York",36621,5692
1400000US36047035400,36047035400,"Census Tract 354, Kings County, New York",42089,5615
1400000US36047035500,36047035500,"Census Tract 355, Kings County, New York",27976,7834
1400000US36047035601,36047035601,"Census Tract 356.01, Kings County, New York",42324,11238
1400000US36047035602,36047035602,"Census Tract 356.02, Kings County, New York",41433,5619
1400000US36047035700,36047035700,"Census Tract 357, Kings County, New York",16058,11827
1400000US36047035900,36047035900,"Census Tract 359, Kings County, New York",30265,10945
1400000US36047036001,36047036001,"Census Tract 360.01, Kings County, New York",26339,7325
1400000US36047036002,36047036002,"Census Tract 360.02, Kings County, New York",14817,3834
1400000US36047036100,36047036100,"Census Tract 361, Kings County, New York",14618,3461
1400000US36047036200,36047036200,"Census Tract 362, Kings County, New York",26647,12646
1400000US36047036300,36047036300,"Census Tract 363, Kings County, New York",35959,11386
1400000US36047036400,36047036400,"Census Tract 364, Kings County, New York",37227,9588
1400000US36047036501,36047036501,"Census Tract 365.01, Kings County, New York",31382,5743
1400000US36047036502,36047036502,"Census Tract 365.02, Kings County, New York",51699,19013
1400000US36047036600,36047036600,"Census Tract 366, Kings County, New York",46632,8820
1400000US36047036700,36047036700,"Census Tract 367, Kings County, New York",55515,16468
1400000US36047036900,36047036900,"Census Tract 369, Kings County, New York",26473,7908
1400000US36047037000,36047037000,"Census Tract 370, Kings County, New York",61786,16737
1400000US36047037100,36047037100,"Census Tract 371, Kings County, New York",43598,5261
1400000US36047037300,36047037300,"Census Tract 373, Kings County, New York",33162,8067
1400000US36047037401,36047037401,"Census Tract 374.01, Kings County, New York",47665,15853
1400000US36047037402,36047037402,"Census Tract 374.02, Kings County, New York",29528,3897
1400000US36047037500,36047037500,"Census Tract 375, Kings County, New York",43389,3936
1400000US36047037700,36047037700,"Census Tract 377, Kings County, New York",50246,5742
1400000US36047037900,36047037900,"Census Tract 379, Kings County, New York",45444,6239
1400000US36047038100,36047038100,"Census Tract 381, Kings County, New York",27313,11974
1400000US36047038200,36047038200,"Census Tract 382, Kings County, New York",18266,3984
1400000US36047038300,36047038300,"Census Tract 383, Kings County, New York",51125,11778
1400000US36047038500,36047038500,"Census Tract 385, Kings County, New York",40230,20002
1400000US36047038600,36047038600,"Census Tract 386, Kings County, New York",43375,6744
1400000US36047038700,36047038700,"Census Tract 387, Kings County, New York",29005,11275
1400000US36047038800,36047038800,"Census Tract 388, Kings County, New York",42721,5949
1400000US36047038900,36047038900,"Census Tract 389, Kings County, New York",40811,12626
1400000US36047039000,36047039000,"Census Tract 390, Kings County, New York",40583,9557
1400000US36047039100,36047039100,"Census Tract 391, Kings County, New York",45721,13417
1400000US36047039200,36047039200,"Census Tract 392, Kings County, New York",43026,10510
1400000US36047039300,36047039300,"Census Tract 393, Kings County, New York",52850,13716
1400000US36047039400,36047039400,"Census Tract 394, Kings County, New York",48191,9915
1400000US36047039500,36047039500,"Census Tract 395, Kings County, New York",18909,8465
1400000US36047039600,36047039600,"Census Tract 396, Kings County, New York",43981,20901
1400000US36047039700,36047039700,"Census Tract 397, Kings County, New York",33607,13587
1400000US36047039800,36047039800,"Census Tract 398, Kings County, New York",42083,19151
1400000US36047039900,36047039900,"Census Tract 399, Kings County, New York",42434,12005
1400000US36047040000,36047040000,"Census Tract 400, Kings County, New York",37872,4691
1400000US36047040100,36047040100,"Census Tract 401, Kings County, New York",44563,5347
1400000US36047040200,36047040200,"Census Tract 402, Kings County, New York",38300,7476
1400000US36047040300,36047040300,"Census Tract 403, Kings County, New York",27250,11362
1400000US36047040400,36047040400,"Census Tract 404, Kings County, New York",37198,26525
1400000US36047040500,36047040500,"Census Tract 405, Kings County, New York",44886,20859
1400000US36047040600,36047040600,"Census Tract 406, Kings County, New York",48917,6861
1400000US36047040700,36047040700,"Census Tract 407, Kings County, New York",-,**
1400000US36047040800,36047040800,"Census Tract 408, Kings County, New York",44844,9339
1400000US36047040900,36047040900,"Census Tract 409, Kings County, New York",30893,7923
1400000US36047041000,36047041000,"Census Tract 410, Kings County, New York",49750,12311
1400000US36047041100,36047041100,"Census Tract 411, Kings County, New York",33971,15303
1400000US36047041200,36047041200,"Census Tract 412, Kings County, New York",48594,13459
1400000US36047041300,36047041300,"Census Tract 413, Kings County, New York",44337,10924
1400000US36047041401,36047041401,"Census Tract 414.01, Kings County, New York",56422,9912
1400000US36047041402,36047041402,"Census Tract 414.02, Kings County, New York",38964,9207
